Member_number,itemDescription,itemCost
1969,vegetables,3.27
1191,citrus fruit,9.12
2690,sausage,2.65
3803,chicken,7.57
3999,sausage,2.65
3677,sausage,2.65
1168,whole milk,8.15
1324,sausage,2.65
3829,soda,8.04
2664,sausage,2.65
3002,whole milk,8.15
4305,whole milk,8.15
2633,brown bread,8.2
1120,UHT-milk,7.26
2870,hamburger meat,8.96
2977,vegetables,3.27
2135,whole milk,8.15
4460,canned beer,9.06
2961,canned beer,9.06
2109,male cosmetics,6.11
1023,bottled beer,3.37
2645,newspapers,8.56
2910,whole milk,8.15
3251,yogurt,9.51
2309,frozen meals,8.75
2553,vegetables,3.27
4100,whole milk,8.15
2580,vegetables,3.27
4628,soda,8.04
1073,curd,2.47
1459,whole milk,8.15
3752,bottled water,4.69
4655,citrus fruit,9.12
2484,eggs,7.61
4990,newspapers,8.56
2356,hamburger meat,8.96
3476,detergent,9.56
4643,cookware,6.71
3287,pork,5.16
3468,canned beer,9.06
2779,sausage,2.65
3811,cheese,8.2
3122,canned fruit,6.1
2874,sausage,2.65
3148,sausage,2.65
4359,berries,4.72
4510,ice cream,8.03
3298,sausage,2.65
3285,whole milk,8.15
4752,UHT-milk,7.26
4741,whole milk,8.15
3557,meat,3.48
4328,beef,7.07
1052,yogurt,9.51
1719,canned beer,9.06
1360,grapes,9.57
1299,whole milk,8.15
4260,whole milk,8.15
1785,canned beer,9.06
3835,tropical fruit,7.28
1720,onions,4.27
1872,whole milk,8.15
1406,chicken,7.57
3560,vegetables,3.27
4628,citrus fruit,9.12
2692,white wine,7.06
4843,pork,5.16
4395,whole milk,8.15
1196,candy,6.53
1076,chicken,7.57
3519,citrus fruit,9.12
1335,grapes,9.57
4988,rolls_buns,8.11
4437,hamburger meat,8.96
2262,vegetables,3.27
4320,candy,6.53
1155,sausage,2.65
3101,pork,5.16
2433,onions,4.27
2051,beef,7.07
3144,yogurt,9.51
2000,sparkling wine,5.88
2427,citrus fruit,9.12
2916,semi-finished bread,3.51
1609,soda,8.04
2982,sausage,2.65
1804,white bread,2.43
4997,white wine,7.06
2789,fish,6.1
2512,ham,7.84
2641,beverages,6.77
2102,soda,8.04
2979,sliced cheese,5.66
3685,tropical fruit,7.28
2918,rolls_buns,8.11
4640,waffles,5.47
1149,bottled beer,3.37
4608,hamburger meat,8.96
3794,vegetables,3.27
3014,vegetables,3.27
2083,whole milk,8.15
1656,bottled beer,3.37
1482,sausage,2.65
3050,sausage,2.65
3882,whole milk,8.15
2618,artif. sweetener,2.6
4888,finished products,4.23
2523,dog food,7.6
4633,ham,7.84
2440,bottled beer,3.37
2100,ice cream,8.03
3691,coffee,6.13
4499,beef,7.07
2370,frozen fish,2.22
3831,bottled beer,3.37
4744,onions,4.27
4919,chicken,7.57
4876,beef,7.07
1296,meat,3.48
4845,chewing gum,3.71
4606,rolls_buns,8.11
1438,sausage,2.65
2777,whole milk,8.15
4220,canned beer,9.06
1943,canned beer,9.06
3535,specialty chocolate,3.61
2194,UHT-milk,7.26
2326,beverages,6.77
4189,soda,8.04
1023,vegetables,3.27
3886,sausage,2.65
1443,rolls_buns,8.11
1395,tropical fruit,7.28
1291,citrus fruit,9.12
1374,salty snack,8.88
4015,vegetables,3.27
3009,canned beer,9.06
2961,chocolate,8.36
3260,onions,4.27
1793,male cosmetics,6.11
2985,chicken,7.57
1205,whole milk,8.15
1116,white bread,2.43
1633,pork,5.16
3600,meat,3.48
4740,vegetables,3.27
2677,whole milk,8.15
1540,beef,7.07
4323,sausage,2.65
4320,sausage,2.65
1363,pastry,6.14
1761,napkins,5.92
1733,canned fish,6.53
1994,bottled beer,3.37
4300,citrus fruit,9.12
4298,whole milk,8.15
1097,whole milk,8.15
3766,sausage,2.65
2348,tropical fruit,7.28
4588,coffee,6.13
3784,herbs,6.13
2787,sausage,2.65
2056,vegetables,3.27
3986,curd,2.47
3861,dessert,3.75
1094,tropical fruit,7.28
4743,pastry,6.14
3543,rolls_buns,8.11
4914,rolls_buns,8.11
2004,hamburger meat,8.96
4171,pastry,6.14
3041,pip fruit,3.52
1324,bottled water,4.69
1524,cheese ,3.89
4260,vegetables,3.27
1494,canned beer,9.06
2521,whole milk,8.15
2225,rolls_buns,8.11
3486,vegetables,3.27
1422,yogurt,9.51
3082,yogurt,9.51
1114,sausage,2.65
4773,vegetables,3.27
1939,coffee,6.13
2723,beef,7.07
1361,beef,7.07
2294,pip fruit,3.52
3915,tropical fruit,7.28
3579,pork,5.16
2051,pork,5.16
2113,sausage,2.65
1909,chicken,7.57
2328,sausage,2.65
2948,vegetables,3.27
3504,pip fruit,3.52
3069,whole milk,8.15
2142,pork,5.16
4411,pip fruit,3.52
1993,pip fruit,3.52
4579,sausage,2.65
1177,canned beer,9.06
2499,butter,7.84
4427,sausage,2.65
2883,meat,3.48
1242,dog food,7.6
3409,sausage,2.65
1307,sausage,2.65
3507,pip fruit,3.52
2606,tropical fruit,7.28
3048,beef,7.07
2007,whole milk,8.15
3072,citrus fruit,9.12
3354,pastry,6.14
3656,frozen meals,8.75
4417,sausage,2.65
3296,organic sausage,8.24
1323,whole milk,8.15
1754,beverages,6.77
3872,citrus fruit,9.12
3691,berries,4.72
1218,meat,3.48
1381,bottled beer,3.37
4550,rolls_buns,8.11
1377,whole milk,8.15
4388,citrus fruit,9.12
2157,beverages,6.77
3321,tropical fruit,7.28
3205,vegetables,3.27
4444,rolls_buns,8.11
2348,cheese,3.27
4275,grapes,9.57
3664,canned beer,9.06
1627,pip fruit,3.52
1641,canned beer,9.06
1461,soda,8.04
4266,berries,4.72
2754,pip fruit,3.52
3117,pork,5.16
1654,rolls_buns,8.11
1154,sausage,2.65
1333,sausage,2.65
2188,pip fruit,3.52
4679,sausage,2.65
2495,butter,7.84
4117,organic sausage,8.24
4035,sausage,2.65
1500,sausage,2.65
4357,chicken,7.57
1199,whole milk,8.15
4467,berries,4.72
4220,beef,7.07
4376,rolls_buns,8.11
4190,vegetables,3.27
4501,tropical fruit,7.28
1454,beef,7.07
3922,beef,7.07
3586,hamburger meat,8.96
2139,citrus fruit,9.12
2475,eggs,7.61
3419,dessert,3.75
2518,beverages,6.77
1690,sausage,2.65
1281,rolls_buns,8.11
2176,sausage,2.65
2787,citrus fruit,9.12
3460,pork,5.16
3224,liver loaf,7.54
1540,sausage,2.65
3942,whole milk,8.15
2939,whole milk,8.15
3807,pork,5.16
3380,pasta,2.29
1785,fruit juice,8.22
2625,chicken,7.57
1828,grapes,9.57
4225,bottled water,4.69
1646,sausage,2.65
1412,sausage,2.65
1892,shopping bags,6.96
2535,whole milk,8.15
4107,sausage,2.65
1452,frozen vegetables,2.17
4853,pip fruit,3.52
2196,tropical fruit,7.28
1026,cream,8.75
3879,tropical fruit,7.28
4967,sausage,2.65
3408,bottled water,4.69
3732,berries,4.72
1040,chicken,7.57
2612,beverages,6.77
1137,vegetables,3.27
4223,white bread,2.43
3832,sausage,2.65
2179,coffee,6.13
2604,sausage,2.65
2238,sausage,2.65
2589,sausage,2.65
2402,soda,8.04
4130,tropical fruit,7.28
4841,misc. beverages,7.18
1734,tropical fruit,7.28
3748,butter,7.84
1021,curd,2.47
1104,vegetables,3.27
2613,specialty bar,6.93
4204,curd,2.47
2022,beef,7.07
2242,whole milk,8.15
4352,frozen meals,8.75
1945,bottled water,4.69
1427,soda,8.04
3709,pork,5.16
1349,whole milk,8.15
4691,shopping bags,6.96
1465,sausage,2.65
2867,cheese,8.2
2381,sausage,2.65
2471,frozen vegetables,2.17
3252,chicken,7.57
4077,yogurt,9.51
2359,whole milk,8.15
4430,rolls_buns,8.11
3456,sausage,2.65
2563,yogurt,9.51
2386,pork,5.16
4909,tropical fruit,7.28
1014,sausage,2.65
1389,canned beer,9.06
4800,grapes,9.57
1069,tropical fruit,7.28
1833,yogurt,9.51
4028,sausage,2.65
3919,sausage,2.65
3086,pork,5.16
2708,soda,8.04
3513,baking powder,6.43
3774,misc. beverages,7.18
4827,processed cheese,9.25
4213,pork,5.16
4536,cheese ,3.89
1489,tropical fruit,7.28
2005,jam,7.52
2429,pip fruit,3.52
2721,sausage,2.65
3909,flower soil/fertilizer,9.39
4808,whole milk,8.15
4024,pork,5.16
2855,sausage,2.65
4881,chewing gum,3.71
1214,chicken,7.57
1608,frozen vegetables,2.17
1724,rolls_buns,8.11
1911,yogurt,9.51
3881,sausage,2.65
1780,sausage,2.65
4675,citrus fruit,9.12
3497,vegetables,3.27
1000,whole milk,8.15
3955,beverages,6.77
4232,Instant food products,6.05
3472,hamburger meat,8.96
4217,sausage,2.65
3778,tropical fruit,7.28
2666,whole milk,8.15
3518,pastry,6.14
4525,whole milk,8.15
2975,pasta,2.29
1339,whole milk,8.15
2001,processed cheese,9.25
2091,brown bread,8.2
2453,frozen meals,8.75
4681,sausage,2.65
2618,tropical fruit,7.28
3389,beef,7.07
3044,bottled beer,3.37
3039,eggs,7.61
4563,sparkling wine,5.88
2683,soda,8.04
4063,sausage,2.65
3014,chocolate,8.36
4356,tropical fruit,7.28
3050,beef,7.07
3613,brown bread,8.2
3152,whole milk,8.15
4187,berries,4.72
2001,citrus fruit,9.12
1584,soda,8.04
1475,hamburger meat,8.96
4942,chocolate,8.36
2083,grapes,9.57
4685,tropical fruit,7.28
2070,yogurt,9.51
2657,hamburger meat,8.96
4012,nuts/prunes,4.87
2698,pastry,6.14
2222,sausage,2.65
2421,sausage,2.65
2410,berries,4.72
3036,canned beer,9.06
2465,citrus fruit,9.12
1233,rolls_buns,8.11
1366,rolls_buns,8.11
3741,chicken,7.57
2230,sausage,2.65
1206,rolls_buns,8.11
3690,citrus fruit,9.12
3620,soda,8.04
4759,beef,7.07
3543,waffles,5.47
2792,whole milk,8.15
1929,finished products,4.23
2433,whole milk,8.15
4941,ham,7.84
3547,processed cheese,9.25
1290,sausage,2.65
4207,curd,2.47
2107,bottled beer,3.37
3050,dessert,3.75
3814,chicken,7.57
4875,bottled beer,3.37
3691,finished products,4.23
2433,rolls_buns,8.11
4757,soda,8.04
1407,fruit juice,8.22
4718,vegetables,3.27
1240,frozen vegetables,2.17
1792,tropical fruit,7.28
4486,frozen vegetables,2.17
1757,hamburger meat,8.96
2186,sausage,2.65
3752,yogurt,9.51
3051,vegetables,3.27
3688,sausage,2.65
4676,sausage,2.65
2142,rolls_buns,8.11
4939,chicken,7.57
1806,sausage,2.65
1595,whole milk,8.15
2086,bottled beer,3.37
4251,shopping bags,6.96
2689,sausage,2.65
2560,soda,8.04
2393,tropical fruit,7.28
1669,pork,5.16
3500,frozen dessert,2.79
1213,beef,7.07
4598,sausage,2.65
1404,bottled beer,3.37
1758,pip fruit,3.52
1265,chicken,7.57
1006,sausage,2.65
2779,yogurt,9.51
4457,ice cream,8.03
2532,tropical fruit,7.28
2811,pasta,2.29
4004,vegetables,3.27
1737,vegetables,3.27
3266,soda,8.04
4981,soda,8.04
1934,grapes,9.57
2512,specialty chocolate,3.61
3400,pip fruit,3.52
4301,chewing gum,3.71
2997,sausage,2.65
1098,sausage,2.65
2208,sausage,2.65
3672,sausage,2.65
3651,meat,3.48
3957,eggs,7.61
2986,waffles,5.47
4433,yogurt,9.51
3822,ice cream,8.03
4588,whole milk,8.15
2622,sausage,2.65
2117,chocolate,5.37
1780,sausage,2.65
3819,white wine,7.06
1884,sausage,2.65
2595,pastry,6.14
3046,chewing gum,3.71
3228,organic sausage,8.24
2251,chicken,7.57
2368,coffee,6.13
2573,specialty bar,6.93
4701,popcorn,9.41
4384,whole milk,8.15
1998,sausage,2.65
4583,pork,5.16
2043,tropical fruit,7.28
2201,curd,2.47
3522,vegetables,3.27
3922,sausage,2.65
2636,yogurt,9.51
1092,sausage,2.65
2711,citrus fruit,9.12
3899,whole milk,8.15
4372,vegetables,3.27
4576,sausage,2.65
4953,meat,3.48
4692,cat food,6.92
1170,dog food,7.6
2625,pork,5.16
2394,dessert,3.75
4277,whole milk,8.15
3170,chicken,7.57
2229,flower soil/fertilizer,9.39
2944,yogurt,9.51
2582,chicken,7.57
1373,butter milk,2.61
1366,coffee,6.13
3469,frozen meals,8.75
4012,salty snack,8.88
2031,sausage,2.65
2459,white bread,2.43
4377,pip fruit,3.52
1534,tropical fruit,7.28
2051,prosecco,9.52
3430,packaged fruit/vegetables,3.09
1567,citrus fruit,9.12
2972,whole milk,8.15
1287,butter,7.84
4776,pork,5.16
2271,vegetables,3.27
4657,vegetables,3.27
2344,meat,3.48
1482,whole milk,8.15
1278,canned beer,9.06
4831,tropical fruit,7.28
1819,tropical fruit,7.28
2687,sweet spreads,7.51
4468,brandy,8.37
4760,tropical fruit,7.28
2310,sausage,2.65
3924,canned beer,9.06
3517,coffee,6.13
3164,pork,5.16
3245,dish cleaner,5.33
2629,canned beer,9.06
1347,rolls_buns,8.11
1216,pastry,6.14
4636,misc. beverages,7.18
1197,misc. beverages,7.18
4102,frozen dessert,2.79
1013,meat,3.48
1928,citrus fruit,9.12
2064,rolls_buns,8.11
3416,canned vegetables,6.22
1536,canned beer,9.06
1953,whole milk,8.15
1327,chicken,7.57
3415,whole milk,8.15
2517,tropical fruit,7.28
4334,citrus fruit,9.12
4515,canned beer,9.06
1527,rolls_buns,8.11
1726,pip fruit,3.52
4734,pork,5.16
2356,canned beer,9.06
2244,citrus fruit,9.12
4281,margarine,2.4
2977,chicken,7.57
2119,meat,3.48
3208,vegetables,3.27
2663,ham,7.84
3344,newspapers,8.56
3592,cream,8.75
2106,cheese ,3.89
3356,citrus fruit,9.12
3227,pip fruit,3.52
1505,beef,7.07
1035,yogurt,9.51
4312,sausage,2.65
1253,processed cheese,9.25
2260,eggs,7.61
3710,sausage,2.65
1846,bottled water,4.69
3520,newspapers,8.56
2816,canned beer,9.06
1051,tropical fruit,7.28
1754,curd,2.47
3593,pip fruit,3.52
1421,beverages,6.77
3104,soda,8.04
1283,newspapers,8.56
1130,sausage,2.65
2816,tropical fruit,7.28
4594,pork,5.16
4192,chicken,7.57
3208,chicken,7.57
1949,rolls_buns,8.11
4268,semi-finished bread,3.51
2672,sausage,2.65
2372,sausage,2.65
4482,shopping bags,6.96
1048,condensed milk,2.04
4831,yogurt,9.51
3441,sausage,2.65
3380,turkey,2.58
1654,beef,7.07
2408,rolls_buns,8.11
4699,whole milk,8.15
2670,berries,4.72
4292,citrus fruit,9.12
4303,meat,3.48
2011,pip fruit,3.52
3657,grapes,9.57
1435,canned beer,9.06
4445,sausage,2.65
4030,seasonal products,7.2
1204,chicken,7.57
1235,sausage,2.65
3984,liver loaf,7.54
3637,vegetables,3.27
1931,sliced cheese,5.66
4486,pork,5.16
4529,tropical fruit,7.28
1827,cheese,3.76
3054,cheese,3.76
2524,sausage,2.65
1855,hamburger meat,8.96
3242,sausage,2.65
4431,whole milk,8.15
4555,pip fruit,3.52
4299,whole milk,8.15
2905,beef,7.07
3323,sausage,2.65
2796,pork,5.16
2129,sausage,2.65
1501,napkins,5.92
2814,hamburger meat,8.96
1105,yogurt,9.51
3798,meat,3.48
3025,sausage,2.65
4592,pastry,6.14
4463,liver loaf,7.54
2916,vegetables,3.27
1838,pork,5.16
1126,pork,5.16
2800,beverages,6.77
4485,beef,7.07
3262,pip fruit,3.52
4030,berries,4.72
3370,frozen meals,8.75
3489,tropical fruit,7.28
2386,newspapers,8.56
3774,chicken,7.57
3818,whole milk,8.15
3434,butter,7.84
3438,pip fruit,3.52
1140,sausage,2.65
1051,vegetables,3.27
3071,beef,7.07
3872,turkey,2.58
4215,processed cheese,9.25
3806,tropical fruit,7.28
1869,sausage,2.65
1668,rolls_buns,8.11
1163,beef,7.07
1664,rolls_buns,8.11
3942,hamburger meat,8.96
2638,turkey,2.58
4735,specialty chocolate,3.61
3745,sausage,2.65
1817,beef,7.07
2864,berries,4.72
1748,kitchen utensil,9.27
3360,soda,8.04
1849,whole milk,8.15
3438,chicken,7.57
4594,whole milk,8.15
1632,brown bread,8.2
4297,sausage,2.65
4539,sausage,2.65
4762,pip fruit,3.52
4153,sausage,2.65
1500,hygiene articles,3.76
1895,sausage,2.65
1466,citrus fruit,9.12
2233,tropical fruit,7.28
3057,chicken,7.57
3308,bottled water,4.69
3241,ham,7.84
1947,canned beer,9.06
2589,grapes,9.57
3127,hamburger meat,8.96
2138,curd,2.47
2495,rolls_buns,8.11
3590,waffles,5.47
4037,beef,7.07
4968,beef,7.07
1612,butter,7.84
4741,sausage,2.65
2899,sausage,2.65
4206,chocolate,8.36
3705,UHT-milk,7.26
2832,sausage,2.65
4054,cheese ,3.89
1595,bottled beer,3.37
4821,rolls_buns,8.11
1336,rolls_buns,8.11
2446,finished products,4.23
1033,sausage,2.65
1447,tropical fruit,7.28
1185,beef,7.07
1410,sausage,2.65
4588,ham,7.84
2732,grapes,9.57
1473,whole milk,8.15
2029,beef,7.07
2799,canned fish,6.53
4579,whole milk,8.15
1041,chicken,7.57
1877,rolls_buns,8.11
4191,liver loaf,7.54
3649,sausage,2.65
2706,citrus fruit,9.12
3821,turkey,2.58
3917,sausage,2.65
4464,beverages,6.77
1935,mayonnaise,3.73
1783,rolls_buns,8.11
3817,chicken,7.57
4162,canned beer,9.06
1653,chicken,7.57
1686,whole milk,8.15
2549,ham,7.84
1380,rolls_buns,8.11
3315,whole milk,8.15
4931,soda,8.04
4849,shopping bags,6.96
2984,whole milk,8.15
1262,organic sausage,8.24
2561,citrus fruit,9.12
2755,beef,7.07
1747,sausage,2.65
1913,pork,5.16
3090,yogurt,9.51
4369,butter,7.84
4872,yogurt,9.51
3918,salty snack,8.88
1758,rolls_buns,8.11
2328,bottled beer,3.37
3570,beef,7.07
4753,meat,3.48
1815,semi-finished bread,3.51
4372,whole milk,8.15
1287,chicken,7.57
4938,meat,3.48
4164,pastry,6.14
4410,rolls_buns,8.11
2609,beverages,6.77
2293,vegetables,3.27
4049,sausage,2.65
2240,pastry,6.14
3197,sausage,2.65
1223,citrus fruit,9.12
2186,tropical fruit,7.28
4137,salty snack,8.88
3284,whole milk,8.15
3190,pastry,6.14
3059,salty snack,8.88
2441,canned beer,9.06
3645,chicken,7.57
2246,bottled beer,3.37
4431,whole milk,8.15
3047,pip fruit,3.52
1866,chocolate,8.36
3138,citrus fruit,9.12
2078,soda,8.04
3142,soda,8.04
4262,frozen meals,8.75
4872,newspapers,8.56
1985,sausage,2.65
2458,frozen meals,8.75
2540,finished products,4.23
3194,tropical fruit,7.28
3071,whole milk,8.15
4181,ice cream,8.03
2033,processed cheese,9.25
3306,soda,8.04
1658,newspapers,8.56
3884,beef,7.07
1215,grapes,9.57
2477,pip fruit,3.52
3971,chocolate marshmallow,9.5
3644,bottled beer,3.37
1550,pork,5.16
1625,meat,3.48
2472,vegetables,3.27
2337,tropical fruit,7.28
4690,chicken,7.57
1748,bottled beer,3.37
4296,sausage,2.65
3529,yogurt,9.51
3804,sausage,2.65
4107,sausage,2.65
3727,citrus fruit,9.12
1492,sausage,2.65
4952,cream,8.75
4641,bottled water,4.69
4716,grapes,9.57
3857,sausage,2.65
4599,sausage,2.65
2906,sausage,2.65
3552,candy,6.53
4572,vegetables,3.27
4345,beef,7.07
1908,bottled beer,3.37
4744,sausage,2.65
2064,pork,5.16
1726,vegetables,3.27
2383,beef,7.07
4245,misc. beverages,7.18
1013,whole milk,8.15
2676,vegetables,3.27
4155,beef,7.07
1365,sausage,2.65
4917,sausage,2.65
4686,whole milk,8.15
4842,sausage,2.65
3673,vegetables,3.27
4214,sausage,2.65
3952,vegetables,3.27
3972,sausage,2.65
3790,sausage,2.65
3042,curd,2.47
2567,grapes,9.57
3830,canned beer,9.06
2515,hamburger meat,8.96
2545,citrus fruit,9.12
1006,whole milk,8.15
2590,frozen dessert,2.79
1757,yogurt,9.51
2352,tropical fruit,7.28
1136,tropical fruit,7.28
3123,fruit juice,8.22
3224,hamburger meat,8.96
4642,newspapers,8.56
2380,specialty chocolate,3.61
4029,soda,8.04
1103,ice cream,8.03
4655,beef,7.07
1773,sausage,2.65
4645,yogurt,9.51
1468,whole milk,8.15
4383,ice cream,8.03
3279,sausage,2.65
3025,hamburger meat,8.96
2969,sausage,2.65
1767,sausage,2.65
2830,sausage,2.65
3556,pork,5.16
1104,yogurt,9.51
1740,ham,7.84
1844,vegetables,3.27
2544,sausage,2.65
3655,beef,7.07
4947,prepared dishes,3.73
4002,pork,5.16
4951,beef,7.07
3309,whole milk,8.15
2289,chicken,7.57
2120,yogurt,9.51
4679,salty snack,8.88
3220,pip fruit,3.52
2146,sausage,2.65
1851,curd,2.47
1889,beef,7.07
2789,salty snack,8.88
2611,sausage,2.65
1309,dessert,3.75
2259,sausage,2.65
2540,whole milk,8.15
3539,photo/film,3.28
4149,pip fruit,3.52
3847,sausage,2.65
4285,vegetables,3.27
1445,sausage,2.65
2701,ham,7.84
1602,pip fruit,3.52
1590,citrus fruit,9.12
3704,soda,8.04
4035,sugar,2.61
4861,hamburger meat,8.96
3757,whole milk,8.15
4743,nuts/prunes,4.87
4527,sausage,2.65
2756,red/blush wine,8.77
1432,berries,4.72
3089,sausage,2.65
4614,salty snack,8.88
4255,sausage,2.65
3426,pork,5.16
3343,misc. beverages,7.18
3550,ice cream,8.03
4785,chocolate,8.36
3137,whole milk,8.15
4645,vegetables,3.27
1369,cheese,3.76
3684,whole milk,8.15
4423,pip fruit,3.52
3561,sausage,2.65
2625,pork,5.16
1218,citrus fruit,9.12
2120,bottled beer,3.37
2332,citrus fruit,9.12
2269,hamburger meat,8.96
2607,cream,8.75
4866,sausage,2.65
2723,citrus fruit,9.12
3660,rolls_buns,8.11
2407,sliced cheese,5.66
3670,butter milk,2.61
3743,sausage,2.65
3598,vegetables,3.27
3882,beef,7.07
1175,hamburger meat,8.96
2913,chicken,7.57
1087,sausage,2.65
2075,sausage,2.65
3034,bottled water,4.69
4820,pastry,6.14
1651,cat food,6.92
3625,vegetables,3.27
3487,whole milk,8.15
1729,vegetables,3.27
2803,tropical fruit,7.28
3692,citrus fruit,9.12
1649,pork,5.16
4015,canned beer,9.06
4427,sausage,2.65
4021,yogurt,9.51
1737,sausage,2.65
2320,cheese ,3.89
4725,vegetables,3.27
1697,sausage,2.65
2341,sausage,2.65
1180,citrus fruit,9.12
3226,ham,7.84
4288,soda,8.04
2181,sausage,2.65
2517,citrus fruit,9.12
2909,frozen fish,2.22
4312,whole milk,8.15
4965,ham,7.84
1224,sausage,2.65
3135,shopping bags,6.96
1914,cereals,5.37
3589,frozen fish,2.22
4274,whole milk,8.15
3395,soda,8.04
4086,pastry,6.14
1033,sausage,2.65
2398,yogurt,9.51
3782,eggs,7.61
3109,sausage,2.65
2028,ham,7.84
4963,vegetables,3.27
1043,tropical fruit,7.28
4303,whole milk,8.15
3282,sausage,2.65
3220,soda,8.04
3297,tropical fruit,7.28
2153,eggs,7.61
1065,red/blush wine,8.77
1126,rolls_buns,8.11
1399,vegetables,3.27
2602,sausage,2.65
2478,citrus fruit,9.12
2645,dessert,3.75
3109,tropical fruit,7.28
3268,hamburger meat,8.96
2556,soda,8.04
3139,chicken,7.57
2971,rolls_buns,8.11
4391,butter,7.84
3322,pip fruit,3.52
1740,specialty bar,6.93
3367,sausage,2.65
3616,grapes,9.57
3736,semi-finished bread,3.51
1795,eggs,7.61
2702,pastry,6.14
4397,vegetables,3.27
2649,whole milk,8.15
4752,meat,3.48
2028,canned beer,9.06
1128,sausage,2.65
1199,grapes,9.57
4986,candles,6.16
3102,vegetables,3.27
2079,tropical fruit,7.28
1931,chicken,7.57
1176,soda,8.04
3562,ham,7.84
1962,pork,5.16
1782,frozen vegetables,2.17
3493,beef,7.07
4268,pork,5.16
3730,dessert,3.75
1144,pork,5.16
4637,chicken,7.57
1855,hamburger meat,8.96
3022,chicken,7.57
3960,baking powder,6.43
2786,vegetables,3.27
2550,curd,2.47
1141,tropical fruit,7.28
3226,rolls_buns,8.11
3846,meat,3.48
1282,soda,8.04
3213,photo/film,3.28
3910,pet care,4.48
2533,vegetables,3.27
3713,citrus fruit,9.12
2131,citrus fruit,9.12
2878,rolls_buns,8.11
2355,canned beer,9.06
3847,canned beer,9.06
3619,sugar,2.61
4980,meat,3.48
1185,sausage,2.65
4049,prepared dishes,3.73
2681,pork,5.16
1742,sausage,2.65
4594,vegetables,3.27
3869,newspapers,8.56
1191,berries,4.72
2466,beef,7.07
4857,whole milk,8.15
3087,citrus fruit,9.12
4730,vegetables,3.27
2120,vegetables,3.27
2452,sausage,2.65
3499,vegetables,3.27
1731,sausage,2.65
1751,yogurt,9.51
1991,sausage,2.65
4300,hamburger meat,8.96
2009,pork,5.16
1585,tropical fruit,7.28
1604,rolls_buns,8.11
3804,tropical fruit,7.28
4955,sausage,2.65
4826,hamburger meat,8.96
2294,pip fruit,3.52
2857,beef,7.07
4911,vegetables,3.27
4924,sausage,2.65
1392,vegetables,3.27
3917,ham,7.84
3032,sausage,2.65
1808,meat,3.48
4082,ham,7.84
1673,citrus fruit,9.12
3246,rolls_buns,8.11
1415,sausage,2.65
2555,vegetables,3.27
4426,berries,4.72
4406,pork,5.16
3514,meat,3.48
4197,pastry,6.14
3206,chocolate,5.37
3767,meat,3.48
3761,meat,3.48
3013,sauces,6.53
2454,pip fruit,3.52
4042,vegetables,3.27
3936,ham,7.84
2943,hamburger meat,8.96
3163,yogurt,9.51
1435,beef,7.07
4174,citrus fruit,9.12
1929,berries,4.72
4462,sausage,2.65
3840,citrus fruit,9.12
2946,onions,4.27
4434,beef,7.07
2826,sausage,2.65
1376,pip fruit,3.52
1896,brown bread,8.2
4952,meat,3.48
4117,citrus fruit,9.12
1385,beef,7.07
4448,vegetables,3.27
4622,chicken,7.57
4018,sausage,2.65
3757,tropical fruit,7.28
1816,soda,8.04
3189,citrus fruit,9.12
4581,coffee,6.13
3416,chicken,7.57
2910,sugar,2.61
